timestamp,group_id,group_voltage,connect_state,cell_id,cell_voltage,cell_current,cell_temperature,cell_status
2024-12-14 04:15:25,3,0,0,1,0,0,38.57422,2
2024-12-14 04:15:25,3,0,0,2,0,0,38.57422,2
2024-12-14 04:15:25,3,0,0,3,0,0,38.57422,2
2024-12-14 04:15:28,1,11.9481,1,1,3.97726,0,27.34375,0
2024-12-14 04:15:28,1,11.9481,1,2,4.075195,0,27.34375,0
2024-12-14 04:15:28,1,11.9481,1,3,3.895648,0,27.34375,0
2024-12-14 04:15:28,2,0,0,1,0,0,95.21484,3
2024-12-14 04:15:28,2,0,0,2,0,0,95.21484,3
2024-12-14 04:15:28,2,0,0,3,0,0,95.21484,3
2024-12-14 04:15:28,3,0,0,1,0,0,58.59375,3
2024-12-14 04:15:28,3,0,0,2,0,0,58.59375,3
2024-12-14 04:15:28,3,0,0,3,0,0,58.59375,3
2024-12-14 04:15:30,1,11.9481,1,1,3.97726,0,27.83203,0
2024-12-14 04:15:30,1,11.9481,1,2,4.075195,0,27.83203,0
2024-12-14 04:15:30,1,11.9481,1,3,3.895648,0,27.83203,0
2024-12-14 04:15:30,2,0,0,1,0,0,97.16797,3
2024-12-14 04:15:30,2,0,0,2,0,0,97.16797,3
2024-12-14 04:15:30,2,0,0,3,0,0,97.16797,3
2024-12-14 04:15:30,3,0,0,1,0,0,68.84766,3
2024-12-14 04:15:30,3,0,0,2,0,0,68.84766,3
2024-12-14 04:15:30,3,0,0,3,0,0,68.84766,3
2024-12-14 04:15:32,1,11.96443,1,1,3.97726,0,27.83203,0
2024-12-14 04:15:32,1,11.96443,1,2,4.075195,0,27.83203,0
2024-12-14 04:15:32,1,11.96443,1,3,3.91197,0,27.83203,0
2024-12-14 04:15:32,2,0,0,1,0,0,92.77344,3
2024-12-14 04:15:32,2,0,0,2,0,0,92.77344,3
2024-12-14 04:15:32,2,0,0,3,0,0,92.77344,3
2024-12-14 04:15:32,3,0,0,1,0,0,76.66016,3
2024-12-14 04:15:32,3,0,0,2,0,0,76.66016,3
2024-12-14 04:15:32,3,0,0,3,0,0,76.66016,3
2024-12-14 04:15:34,1,11.9481,1,1,3.97726,0,27.83203,0
2024-12-14 04:15:34,1,11.9481,1,2,4.075195,0,27.83203,0
2024-12-14 04:15:34,1,11.9481,1,3,3.895648,0,27.83203,0
2024-12-14 04:15:34,2,0,0,1,0,0,83.98438,3
2024-12-14 04:15:34,2,0,0,2,0,0,83.98438,3
2024-12-14 04:15:34,2,0,0,3,0,0,83.98438,3
2024-12-14 04:15:34,3,0,0,1,0,0,76.66016,3
2024-12-14 04:15:34,3,0,0,2,0,0,76.66016,3
2024-12-14 04:15:34,3,0,0,3,0,0,76.66016,3
2024-12-14 04:15:35,1,11.9481,1,1,3.971819,0,27.34375,0
2024-12-14 04:15:35,1,11.9481,1,2,4.080636,0,27.34375,0
2024-12-14 04:15:35,1,11.9481,1,3,3.895648,0,27.34375,0
2024-12-14 04:15:35,2,0,0,1,0,0,79.58984,3
2024-12-14 04:15:35,2,0,0,2,0,0,79.58984,3
2024-12-14 04:15:35,2,0,0,3,0,0,79.58984,3
2024-12-14 04:15:35,3,0,0,1,0,0,56.15234,3
2024-12-14 04:15:35,3,0,0,2,0,0,56.15234,3
2024-12-14 04:15:35,3,0,0,3,0,0,56.15234,3
2024-12-14 04:15:39,1,11.96443,1,1,3.97726,0,27.83203,0
2024-12-14 04:15:39,1,11.96443,1,2,4.075195,0,27.83203,0
2024-12-14 04:15:39,1,11.96443,1,3,3.91197,0,27.83203,0
2024-12-14 04:15:39,2,0,0,1,0,0,83.00781,3
2024-12-14 04:15:39,2,0,0,2,0,0,83.00781,3
2024-12-14 04:15:39,2,0,0,3,0,0,83.00781,3
2024-12-14 04:15:39,3,0,0,1,0,0,38.57422,2
2024-12-14 04:15:39,3,0,0,2,0,0,38.57422,2
2024-12-14 04:15:39,3,0,0,3,0,0,38.57422,2
2024-12-14 04:15:41,1,11.98075,1,1,3.982701,0,27.34375,0
2024-12-14 04:15:41,1,11.98075,1,2,4.080637,0,27.34375,0
2024-12-14 04:15:41,1,11.98075,1,3,3.91741,0,27.34375,0
2024-12-14 04:15:41,2,0,0,1,0,0,91.79688,3
2024-12-14 04:15:41,2,0,0,2,0,0,91.79688,3
2024-12-14 04:15:41,2,0,0,3,0,0,91.79688,3
2024-12-14 04:15:41,3,0,0,1,0,0,48.82813,3
2024-12-14 04:15:41,3,0,0,2,0,0,48.82813,3
2024-12-14 04:15:41,3,0,0,3,0,0,48.82813,3
2024-12-14 04:15:43,1,11.9481,1,1,3.97726,0,27.83203,0
2024-12-14 04:15:43,1,11.9481,1,2,4.075195,0,27.83203,0
2024-12-14 04:15:43,1,11.9481,1,3,3.895648,0,27.83203,0
2024-12-14 04:15:43,2,0,0,1,0,0,100.0977,3
2024-12-14 04:15:43,2,0,0,2,0,0,100.0977,3
2024-12-14 04:15:43,2,0,0,3,0,0,100.0977,3
2024-12-14 04:15:43,3,0,0,1,0,0,58.10547,3
2024-12-14 04:15:43,3,0,0,2,0,0,58.10547,3
2024-12-14 04:15:43,3,0,0,3,0,0,58.10547,3
2024-12-14 04:15:49,1,11.9481,1,1,3.97726,0,27.34375,0
2024-12-14 04:15:49,1,11.9481,1,2,4.075195,0,27.34375,0
2024-12-14 04:15:49,1,11.9481,1,3,3.895648,0,27.34375,0
2024-12-14 04:15:49,2,0,0,1,0,0,90.82031,3
2024-12-14 04:15:49,2,0,0,2,0,0,90.82031,3
2024-12-14 04:15:49,2,0,0,3,0,0,90.82031,3
2024-12-14 04:15:49,3,0,0,1,0,0,80.56641,3
2024-12-14 04:15:49,3,0,0,2,0,0,80.56641,3
2024-12-14 04:15:49,3,0,0,3,0,0,80.56641,3
2024-12-14 04:15:51,1,11.9481,1,1,3.97726,0,27.34375,0
2024-12-14 04:15:51,1,11.9481,1,2,4.075195,0,27.34375,0
2024-12-14 04:15:51,1,11.9481,1,3,3.895648,0,27.34375,0
2024-12-14 04:15:51,2,0,0,1,0,0,77.14844,3
2024-12-14 04:15:51,2,0,0,2,0,0,77.14844,3
2024-12-14 04:15:51,2,0,0,3,0,0,77.14844,3
2024-12-14 04:15:51,3,0,0,1,0,0,69.82422,3
2024-12-14 04:15:51,3,0,0,2,0,0,69.82422,3
2024-12-14 04:15:51,3,0,0,3,0,0,69.82422,3
2024-12-14 04:15:52,1,11.96443,1,1,3.982701,0,27.83203,0
2024-12-14 04:15:52,1,11.96443,1,2,4.080637,0,27.83203,0
2024-12-14 04:15:52,1,11.96443,1,3,3.901088,0,27.83203,0
2024-12-14 04:15:52,2,0,0,1,0,0,80.07813,3
2024-12-14 04:15:52,2,0,0,2,0,0,80.07813,3
2024-12-14 04:15:52,2,0,0,3,0,0,80.07813,3
2024-12-14 04:15:52,3,0,0,1,0,0,45.89844,3
2024-12-14 04:15:52,3,0,0,2,0,0,45.89844,3
2024-12-14 04:15:52,3,0,0,3,0,0,45.89844,3
2024-12-14 04:15:54,1,11.9481,1,1,3.971819,0,27.83203,0
2024-12-14 04:15:54,1,11.9481,1,2,4.080636,0,27.83203,0
2024-12-14 04:15:54,1,11.9481,1,3,3.895648,0,27.83203,0
2024-12-14 04:15:54,2,0,0,1,0,0,84.47266,3
2024-12-14 04:15:54,2,0,0,2,0,0,84.47266,3
2024-12-14 04:15:54,2,0,0,3,0,0,84.47266,3
2024-12-14 04:15:54,3,0,0,1,0,0,45.41016,3
2024-12-14 04:15:54,3,0,0,2,0,0,45.41016,3
2024-12-14 04:15:54,3,0,0,3,0,0,45.41016,3
2024-12-14 04:15:56,1,11.96443,1,1,3.97726,0,27.34375,0
2024-12-14 04:15:56,1,11.96443,1,2,4.075195,0,27.34375,0
2024-12-14 04:15:56,1,11.96443,1,3,3.91197,0,27.34375,0
2024-12-14 04:15:56,2,0,0,1,0,0,85.44922,3
2024-12-14 04:15:56,2,0,0,2,0,0,85.44922,3
2024-12-14 04:15:56,2,0,0,3,0,0,85.44922,3
2024-12-14 04:15:56,3,0,0,1,0,0,39.0625,2
2024-12-14 04:15:56,3,0,0,2,0,0,39.0625,2
2024-12-14 04:15:56,3,0,0,3,0,0,39.0625,2
2024-12-14 04:15:59,1,11.96443,1,1,3.97726,0,27.34375,0
2024-12-14 04:15:59,1,11.96443,1,2,4.075195,0,27.34375,0
2024-12-14 04:15:59,1,11.96443,1,3,3.91197,0,27.34375,0
2024-12-14 04:15:59,2,0,0,1,0,0,90.33203,3
2024-12-14 04:15:59,2,0,0,2,0,0,90.33203,3
2024-12-14 04:15:59,2,0,0,3,0,0,90.33203,3
2024-12-14 04:15:59,3,0,0,1,0,0,70.3125,3
2024-12-14 04:15:59,3,0,0,2,0,0,70.3125,3
2024-12-14 04:15:59,3,0,0,3,0,0,70.3125,3
2024-12-14 04:16:03,1,11.98075,1,1,3.982701,0,27.34375,0
2024-12-14 04:16:03,1,11.98075,1,2,4.080637,0,27.34375,0
2024-12-14 04:16:03,1,11.98075,1,3,3.91741,0,27.34375,0
2024-12-14 04:16:03,2,0,0,1,0,0,83.98438,3
2024-12-14 04:16:03,2,0,0,2,0,0,83.98438,3
2024-12-14 04:16:03,2,0,0,3,0,0,83.98438,3
2024-12-14 04:16:03,3,0,0,1,0,0,52.73438,3
2024-12-14 04:16:03,3,0,0,2,0,0,52.73438,3
2024-12-14 04:16:03,3,0,0,3,0,0,52.73438,3
2024-12-14 04:16:05,1,11.9481,1,1,3.97726,0,27.83203,0
2024-12-14 04:16:05,1,11.9481,1,2,4.075195,0,27.83203,0
2024-12-14 04:16:05,1,11.9481,1,3,3.895648,0,27.83203,0
2024-12-14 04:16:05,2,0,0,1,0,0,84.96094,3
2024-12-14 04:16:05,2,0,0,2,0,0,84.96094,3
2024-12-14 04:16:05,2,0,0,3,0,0,84.96094,3
2024-12-14 04:16:05,3,0,0,1,0,0,40.52734,3
2024-12-14 04:16:05,3,0,0,2,0,0,40.52734,3
2024-12-14 04:16:05,3,0,0,3,0,0,40.52734,3
2024-12-14 04:16:06,1,11.96443,1,1,3.97726,0,27.83203,0
2024-12-14 04:16:06,1,11.96443,1,2,4.075195,0,27.83203,0
2024-12-14 04:16:06,1,11.96443,1,3,3.91197,0,27.83203,0
2024-12-14 04:16:06,2,0,0,1,0,0,91.79688,3
2024-12-14 04:16:06,2,0,0,2,0,0,91.79688,3
2024-12-14 04:16:06,2,0,0,3,0,0,91.79688,3
2024-12-14 04:16:06,3,0,0,1,0,0,42.48047,3
2024-12-14 04:16:06,3,0,0,2,0,0,42.48047,3
2024-12-14 04:16:06,3,0,0,3,0,0,42.48047,3
2024-12-14 04:16:10,1,11.96443,1,1,3.97726,0,27.83203,0
2024-12-14 04:16:10,1,11.96443,1,2,4.075195,0,27.83203,0
2024-12-14 04:16:10,1,11.96443,1,3,3.91197,0,27.83203,0
2024-12-14 04:16:10,2,0,0,1,0,0,97.16797,3
2024-12-14 04:16:10,2,0,0,2,0,0,97.16797,3
2024-12-14 04:16:10,2,0,0,3,0,0,97.16797,3
2024-12-14 04:16:10,3,0,0,1,0,0,65.42969,3
2024-12-14 04:16:10,3,0,0,2,0,0,65.42969,3
2024-12-14 04:16:10,3,0,0,3,0,0,65.42969,3
2024-12-14 04:16:12,1,11.9481,1,1,3.971819,0,27.34375,0
2024-12-14 04:16:12,1,11.9481,1,2,4.080636,0,27.34375,0
2024-12-14 04:16:12,1,11.9481,1,3,3.895648,0,27.34375,0
2024-12-14 04:16:12,2,0,0,1,0,0,100.0977,3
2024-12-14 04:16:12,2,0,0,2,0,0,100.0977,3
2024-12-14 04:16:12,2,0,0,3,0,0,100.0977,3
2024-12-14 04:16:12,3,0,0,1,0,0,101.0742,3
2024-12-14 04:16:12,3,0,0,2,0,0,101.0742,3
2024-12-14 04:16:12,3,0,0,3,0,0,101.0742,3
2024-12-14 04:16:15,1,11.96443,1,1,3.97726,0,27.34375,0
2024-12-14 04:16:15,1,11.96443,1,2,4.075195,0,27.34375,0
2024-12-14 04:16:15,1,11.96443,1,3,3.91197,0,27.34375,0
2024-12-14 04:16:15,2,0,0,1,0,0,80.07813,3
2024-12-14 04:16:15,2,0,0,2,0,0,80.07813,3
2024-12-14 04:16:15,2,0,0,3,0,0,80.07813,3
2024-12-14 04:16:15,3,0,0,1,0,0,80.56641,3
2024-12-14 04:16:15,3,0,0,2,0,0,80.56641,3
2024-12-14 04:16:15,3,0,0,3,0,0,80.56641,3
2024-12-14 04:16:18,1,11.96443,1,1,3.97726,0,29.29688,0
2024-12-14 04:16:18,1,11.96443,1,2,4.086077,0,29.29688,0
2024-12-14 04:16:18,1,11.96443,1,3,3.901088,0,29.29688,0
2024-12-14 04:16:18,2,0,0,1,0,0,83.00781,3
2024-12-14 04:16:18,2,0,0,2,0,0,83.00781,3
2024-12-14 04:16:18,2,0,0,3,0,0,83.00781,3
2024-12-14 04:16:18,3,0,0,1,0,0,62.98828,3
2024-12-14 04:16:18,3,0,0,2,0,0,62.98828,3
2024-12-14 04:16:18,3,0,0,3,0,0,62.98828,3
2024-12-14 04:16:19,1,11.96443,1,1,3.97726,0,30.76172,0
2024-12-14 04:16:19,1,11.96443,1,2,4.075195,0,30.76172,0
2024-12-14 04:16:19,1,11.96443,1,3,3.91197,0,30.76172,0
2024-12-14 04:16:19,2,0,0,1,0,0,76.17188,3
2024-12-14 04:16:19,2,0,0,2,0,0,76.17188,3
2024-12-14 04:16:19,2,0,0,3,0,0,76.17188,3
2024-12-14 04:16:19,3,0,0,1,0,0,4.394531,2
2024-12-14 04:16:19,3,0,0,2,0,0,4.394531,2
2024-12-14 04:16:19,3,0,0,3,0,0,4.394531,2
2024-12-14 04:16:21,1,11.96443,1,1,3.97726,0,30.27344,0
2024-12-14 04:16:21,1,11.96443,1,2,4.086077,0,30.27344,0
2024-12-14 04:16:21,1,11.96443,1,3,3.901088,0,30.27344,0
2024-12-14 04:16:21,2,0,0,1,0,0,100.5859,3
2024-12-14 04:16:21,2,0,0,2,0,0,100.5859,3
2024-12-14 04:16:21,2,0,0,3,0,0,100.5859,3
2024-12-14 04:16:21,3,0,0,1,0,0,0,2
2024-12-14 04:16:21,3,0,0,2,0,0,0,2
2024-12-14 04:16:21,3,0,0,3,0,0,0,2
2024-12-14 04:16:23,1,11.96443,1,1,3.97726,0,30.76172,0
2024-12-14 04:16:23,1,11.96443,1,2,4.075195,0,30.76172,0
2024-12-14 04:16:23,1,11.96443,1,3,3.91197,0,30.76172,0
2024-12-14 04:16:23,2,0,0,1,0,0,120.1172,3
2024-12-14 04:16:23,2,0,0,2,0,0,120.1172,3
2024-12-14 04:16:23,2,0,0,3,0,0,120.1172,3
2024-12-14 04:16:23,3,0,0,1,0,0,87.40234,3
2024-12-14 04:16:23,3,0,0,2,0,0,87.40234,3
2024-12-14 04:16:23,3,0,0,3,0,0,87.40234,3
2024-12-14 04:16:27,1,11.96443,1,1,3.97726,0,30.76172,0
2024-12-14 04:16:27,1,11.96443,1,2,4.075195,0,30.76172,0
2024-12-14 04:16:27,1,11.96443,1,3,3.91197,0,30.76172,0
2024-12-14 04:16:27,2,0,0,1,0,0,111.8164,3
2024-12-14 04:16:27,2,0,0,2,0,0,111.8164,3
2024-12-14 04:16:27,2,0,0,3,0,0,111.8164,3
2024-12-14 04:16:27,3,0,0,1,0,0,110.3516,3
2024-12-14 04:16:27,3,0,0,2,0,0,110.3516,3
2024-12-14 04:16:27,3,0,0,3,0,0,110.3516,3
2024-12-14 04:16:28,1,11.9481,1,1,3.97726,0,30.76172,0
2024-12-14 04:16:28,1,11.9481,1,2,4.075195,0,30.76172,0
2024-12-14 04:16:28,1,11.9481,1,3,3.895648,0,30.76172,0
2024-12-14 04:16:28,2,0,0,1,0,0,100.0977,3
2024-12-14 04:16:28,2,0,0,2,0,0,100.0977,3
2024-12-14 04:16:28,2,0,0,3,0,0,100.0977,3
2024-12-14 04:16:28,3,0,0,1,0,0,129.8828,3
2024-12-14 04:16:28,3,0,0,2,0,0,129.8828,3
2024-12-14 04:16:28,3,0,0,3,0,0,129.8828,3
2024-12-14 04:16:30,1,11.9481,1,1,3.97726,0,31.25,0
2024-12-14 04:16:30,1,11.9481,1,2,4.075195,0,31.25,0
2024-12-14 04:16:30,1,11.9481,1,3,3.895648,0,31.25,0
2024-12-14 04:16:30,2,0,0,1,0,0,80.07813,3
2024-12-14 04:16:30,2,0,0,2,0,0,80.07813,3
2024-12-14 04:16:30,2,0,0,3,0,0,80.07813,3
2024-12-14 04:16:30,3,0,0,1,0,0,127.9297,3
2024-12-14 04:16:30,3,0,0,2,0,0,127.9297,3
2024-12-14 04:16:30,3,0,0,3,0,0,127.9297,3
2024-12-14 04:16:32,1,11.96443,1,1,3.97726,0,30.27344,0
2024-12-14 04:16:32,1,11.96443,1,2,4.086077,0,30.27344,0
2024-12-14 04:16:32,1,11.96443,1,3,3.901088,0,30.27344,0
2024-12-14 04:16:32,2,0,0,1,0,0,122.5586,3
2024-12-14 04:16:32,2,0,0,2,0,0,122.5586,3
2024-12-14 04:16:32,2,0,0,3,0,0,122.5586,3
2024-12-14 04:16:32,3,0,0,1,0,0,84.47266,3
2024-12-14 04:16:32,3,0,0,2,0,0,84.47266,3
2024-12-14 04:16:32,3,0,0,3,0,0,84.47266,3
2024-12-14 04:16:34,1,11.96443,1,1,3.97726,0,28.80859,0
2024-12-14 04:16:34,1,11.96443,1,2,4.075195,0,28.80859,0
2024-12-14 04:16:34,1,11.96443,1,3,3.91197,0,28.80859,0
2024-12-14 04:16:34,2,0,0,1,0,0,125,3
2024-12-14 04:16:34,2,0,0,2,0,0,125,3
2024-12-14 04:16:34,2,0,0,3,0,0,125,3
2024-12-14 04:16:34,3,0,0,1,0,0,94.72656,3
2024-12-14 04:16:34,3,0,0,2,0,0,94.72656,3
2024-12-14 04:16:34,3,0,0,3,0,0,94.72656,3
2024-12-14 04:16:35,1,11.96443,1,1,3.97726,0,28.32031,0
2024-12-14 04:16:35,1,11.96443,1,2,4.086077,0,28.32031,0
2024-12-14 04:16:35,1,11.96443,1,3,3.901088,0,28.32031,0
2024-12-14 04:16:35,2,0,0,1,0,0,122.0703,3
2024-12-14 04:16:35,2,0,0,2,0,0,122.0703,3
2024-12-14 04:16:35,2,0,0,3,0,0,122.0703,3
2024-12-14 04:16:35,3,0,0,1,0,0,76.66016,3
2024-12-14 04:16:35,3,0,0,2,0,0,76.66016,3
2024-12-14 04:16:35,3,0,0,3,0,0,76.66016,3
2024-12-14 04:16:37,1,11.98075,1,1,3.982701,0,27.83203,0
2024-12-14 04:16:37,1,11.98075,1,2,4.091518,0,27.83203,0
2024-12-14 04:16:37,1,11.98075,1,3,3.906529,0,27.83203,0
2024-12-14 04:16:37,2,0,0,1,0,0,121.0938,3
2024-12-14 04:16:37,2,0,0,2,0,0,121.0938,3
2024-12-14 04:16:37,2,0,0,3,0,0,121.0938,3
2024-12-14 04:16:37,3,0,0,1,0,0,89.35547,3
2024-12-14 04:16:37,3,0,0,2,0,0,89.35547,3
2024-12-14 04:16:37,3,0,0,3,0,0,89.35547,3
2024-12-14 04:16:41,1,11.98075,1,1,3.982701,0,27.83203,0
2024-12-14 04:16:41,1,11.98075,1,2,0,0,0,0
2024-12-14 04:16:41,1,11.98075,1,3,3.906529,0,27.83203,0
2024-12-14 04:16:41,2,0,0,1,0,0,116.2109,3
2024-12-14 04:16:41,2,0,0,2,0,0,116.2109,3
2024-12-14 04:16:41,2,0,0,3,0,0,116.2109,3
2024-12-14 04:16:41,3,0,0,1,0,0,115.7227,3
2024-12-14 04:16:41,3,0,0,2,0,0,115.7227,3
2024-12-14 04:16:41,3,0,0,3,0,0,115.7227,3
2024-12-14 04:16:43,1,11.96443,1,1,3.97726,0,27.83203,0
2024-12-14 04:16:43,1,11.96443,1,2,4.075195,0,27.83203,0
2024-12-14 04:16:43,1,11.96443,1,3,3.91197,0,27.83203,0
2024-12-14 04:16:43,2,0,0,1,0,0,115.7227,3
2024-12-14 04:16:43,2,0,0,2,0,0,115.7227,3
2024-12-14 04:16:43,2,0,0,3,0,0,115.7227,3
2024-12-14 04:16:43,3,0,0,1,0,0,116.2109,3
2024-12-14 04:16:43,3,0,0,2,0,0,116.2109,3
2024-12-14 04:16:43,3,0,0,3,0,0,116.2109,3
2024-12-14 04:16:45,1,11.96443,1,1,3.97726,0,27.83203,0
2024-12-14 04:16:45,1,11.96443,1,2,4.075195,0,27.83203,0
2024-12-14 04:16:45,1,11.96443,1,3,3.91197,0,27.83203,0
2024-12-14 04:16:45,2,0,0,1,0,0,100.5859,3
2024-12-14 04:16:45,2,0,0,2,0,0,100.5859,3
2024-12-14 04:16:45,2,0,0,3,0,0,100.5859,3
2024-12-14 04:16:45,3,0,0,1,0,0,132.3242,3
2024-12-14 04:16:45,3,0,0,2,0,0,132.3242,3
2024-12-14 04:16:45,3,0,0,3,0,0,132.3242,3
2024-12-14 04:16:46,1,11.96443,1,1,3.97726,0,27.34375,0
2024-12-14 04:16:46,1,11.96443,1,2,4.075195,0,27.34375,0
2024-12-14 04:16:46,1,11.96443,1,3,3.91197,0,27.34375,0
2024-12-14 04:16:46,2,0,0,1,0,0,80.07813,3
2024-12-14 04:16:46,2,0,0,2,0,0,80.07813,3
2024-12-14 04:16:46,2,0,0,3,0,0,80.07813,3
2024-12-14 04:16:46,3,0,0,1,0,0,126.4648,3
2024-12-14 04:16:46,3,0,0,2,0,0,126.4648,3
2024-12-14 04:16:46,3,0,0,3,0,0,126.4648,3
2024-12-14 04:16:48,1,11.9481,1,1,3.97726,0,27.34375,0
2024-12-14 04:16:48,1,11.9481,1,2,4.075195,0,27.34375,0
2024-12-14 04:16:48,1,11.9481,1,3,3.895648,0,27.34375,0
2024-12-14 04:16:48,2,0,0,1,0,0,63.96484,3
